2.0,3.9377486297545013e+43,4.47412197233651e+43
2.98,3.605325192030273e+43,4.0948711924300733e+43
3.96,3.307210963049048e+43,3.7078381638205674e+43
4.9399999999999995,3.0397965560116383e+43,3.418376604262904e+43
5.92,2.799852909587277e+43,3.0940211257746923e+43
6.9,2.5844912071840057e+43,2.8756983895841725e+43
7.88,2.391127020172659e+43,2.649278391401506e+43
8.86,2.2174482269943057e+43,2.4303652540131134e+43
9.84,2.0613861976045822e+43,2.247632941947413e+43
10.82,1.9210885938460443e+43,2.0647998182452227e+43
11.8,1.7948881147170208e+43,1.936046678720647e+43
12.78,1.6812598501065337e+43,1.8244885477189853e+43
13.76,1.5787723148152256e+43,1.645998433463148e+43
14.74,1.4860540581498949e+43,1.5423929033532114e+43
15.72,1.4017942255724341e+43,1.4275814409673316e+43
16.7,1.3247735110820401e+43,1.3397067154502523e+43
17.68,1.2539050958018928e+43,1.2446379660522363e+43
18.66,1.1882651088672234e+43,1.1416344394056674e+43
19.64,1.1271026033352138e+43,1.0987772834546763e+43
20.62,1.0698297373172938e+43,1.036975633273904e+43
21.6,1.0159986879813752e+43,9.407158664054958e+42
22.58,9.652728710138365e+42,8.985209845426755e+42
23.56,9.173983914246734e+42,8.412793673174093e+42
24.54,8.721792479406186e+42,7.879859478882901e+42
25.52,8.294577357415758e+42,7.465477864178056e+42
26.5,7.891001007339006e+42,7.008547194830795e+42
27.48,7.509867546873152e+42,6.57574144570218e+42
28.46,7.150060828240793e+42,6.25814556124408e+42
29.44,6.810508759181636e+42,5.849709181394571e+42
30.42,6.490165549067936e+42,5.525007701542131e+42
31.4,6.188005365886203e+42,5.23694309486318e+42
32.379999999999995,5.903022646016456e+42,5.019275364646142e+42
33.36,5.634235784220531e+42,4.8510729503521846e+42
34.339999999999996,5.38069208483879e+42,4.767099454172868e+42
35.32,5.141472696753409e+42,4.422729127580346e+42
36.3,4.915696837085365e+42,4.137785839334295e+42
37.28,4.7025249916141644e+42,3.984372910067633e+42
38.26,4.5011610178224407e+42,3.81893994783605e+42
39.24,4.310853213528868e+42,3.587958825102227e+42
40.22,4.1308944840093596e+42,3.554341361309003e+42
41.2,3.9606217677860304e+42,3.3871438917190685e+42
42.18,3.7994148829354294e+42,3.1613332774108577e+42
43.16,3.646694943279265e+42,3.1271204275154695e+42
44.14,3.5019224745714735e+42,3.043456071660774e+42
45.12,3.364595339358557e+42,2.825517109584814e+42
46.1,3.2342465582302774e+42,2.7730707401025757e+42
47.08,3.110442096110558e+42,2.6470040563324018e+42
48.06,2.992778665690191e+42,2.4638455092166008e+42
49.04,2.880881586224056e+42,2.4422171055520197e+42
50.02,2.774402724586375e+42,2.3244707625190294e+42
51.0,2.6730185364414184e+42,2.250712397455617e+42
51.98,2.5764282183316777e+42,2.2296029076771022e+42
52.96,2.4843519760921338e+42,2.1614822110907737e+42
53.94,2.396529410968414e+42,2.0347052997008145e+42
54.92,2.3127180218823103e+42,1.9536021483027167e+42
55.9,2.2326918202211028e+42,1.9217010040783507e+42
56.88,2.1562400521356255e+42,1.807073208206207e+42
57.86,2.0831660224584956e+42,1.818298960656867e+42
58.84,2.0132860138708604e+42,1.682473841333507e+42
59.82,1.9464282947522583e+42,1.6544326100903564e+42
60.8,1.882432209163589e+42,1.6417033965480135e+42
61.78,1.8211473425760394e+42,1.5451905337812162e+42
62.76,1.7624327572212487e+42,1.548340740188964e+42
63.74,1.7061562912640587e+42,1.5216369746891837e+42
64.72,1.6521939163618683e+42,1.441234747483024e+42
65.69999999999999,1.6004291485539595e+42,1.4108705585156904e+42
66.67999999999999,1.5507525078060234e+42,1.3442546054218224e+42
67.66,1.5030610219092952e+42,1.2961194749147602e+42
68.64,1.457257770793483e+42,1.2261343274524304e+42
69.62,1.4132514676536538e+42,1.250883850789129e+42
70.6,1.370956073610841e+42,1.267769504849099e+42
71.58,1.3302904429231524e+42,1.1570308582076084e+42
72.56,1.2911779960382595e+42,1.1163032606421548e+42
73.53999999999999,1.2535464180298042e+42,1.055231323712061e+42
74.52,1.2173273801901594e+42,1.0532837967212724e+42
75.5,1.1824562827614651e+42,1.0068982694730204e+42
76.48,1.1488720169769529e+42,9.898973442063863e+41
77.46,1.1165167447569402e+42,9.810707022694136e+41
78.44,1.0853356945596766e+42,9.361079629051726e+41
79.42,1.0552769720280287e+42,9.093720934111476e+41
80.4,1.0262913841999717e+42,9.036165584335101e+41
81.38,9.98332276165436e+41,8.600755222360484e+41
82.36,9.713553791552355e+41,8.540660364901988e+41
83.34,9.453186691408887e+41,8.961188594736739e+41
84.32,9.201822351078965e+41,8.088026832939381e+41
85.3,8.959081562406291e+41,7.989856314158321e+41
86.28,8.724603873250525e+41,7.991714114614144e+41
87.26,8.498046517369138e+41,7.447923063897335e+41
88.24,8.279083414384476e+41,7.499138837376842e+41
89.22,8.067404234566687e+41,7.25981646646502e+41
90.2,7.862713523615248e+41,6.948940308918392e+41
91.17999999999999,7.66472988303052e+41,7.312658680708845e+41
92.16,7.4731852020366e+41,6.831223409552524e+41
93.14,7.287823937351864e+41,6.835901228979957e+41
94.12,7.108402437407114e+41,6.71972639925445e+41
95.1,6.9346883078871645e+41,6.279318933924714e+41
96.08,6.766459815721869e+41,6.046860622544262e+41
97.06,6.603505328880497e+41,5.889346827345746e+41
98.04,6.4456227895304756e+41,6.156126532543844e+41
99.02,6.292619218310594e+41,5.687583696549596e+41
