 2.0 2.98 3.96 4.9399999999999995 5.92 6.9 7.88 8.86 9.84 10.82 11.8 12.78 13.76 14.74 15.719999999999999 16.7 17.68 18.66 19.64 20.62 21.6 22.58 23.56 24.54 25.52 26.5 27.48 28.46 29.439999999999998 30.419999999999998 31.4 32.379999999999995 33.36 34.339999999999996 35.32 36.3 37.28 38.26 39.24 40.22 41.2 42.18 43.16 44.14 45.12 46.1 47.08 48.06 49.04 50.019999999999996 51.0 51.98 52.96 53.94 54.92 55.9 56.879999999999995 57.86 58.839999999999996 59.82 60.8 61.78 62.76 63.74 64.72 65.69999999999999 66.67999999999999 67.66 68.64 69.62 70.6 71.58 72.56 73.53999999999999 74.52 75.5 76.48 77.46 78.44 79.42 80.4 81.38 82.36 83.34 84.32 85.3 86.28 87.26 88.24 89.22 90.2 91.17999999999999 92.16 93.14 94.12 95.1 96.08 97.06 98.03999999999999 99.02
0 3.177658210267518e+46 3.0709742415774807e+46 2.8576063041974063e+46 2.453731279870837e+46 2.33942702770294e+46 2.1641605077121648e+46 1.9431722868542306e+46 1.7298043494741563e+46 1.6002595303505397e+46 1.6383609477398387e+46 1.4935755616605026e+46 1.3183090416697272e+46 1.3030684747140076e+46 9.98257135599618e+45 9.5253543473246e+45 9.372948677767407e+45 1.0592194034224954e+46 8.83952883431723e+45 9.5253543473246e+45 7.010660799630909e+45 8.687123164760036e+45 6.477240956180732e+45 7.315472138745295e+45 7.467877808302489e+45 6.553443790959328e+45 5.257995599723184e+45 6.020023947509151e+45 4.267358747601427e+45 5.943821112730555e+45 6.477240956180732e+45 5.334198434501781e+45 5.410401269280378e+45 5.105589930165991e+45 3.50533039981546e+45 5.257995599723184e+45 5.4866041040589744e+45 3.96254740848704e+45 4.1149530780442337e+45 4.876981425830201e+45 4.1911559128228304e+45 3.581533234594057e+45 4.4197644171586205e+45 4.876981425830201e+45 4.7245757562730073e+45 4.800778591051604e+45 3.810141738929847e+45 5.257995599723184e+45 4.267358747601427e+45 4.6483729214944106e+45 3.6577360693726534e+45 3.3529247302582666e+45 3.429127565036863e+45 4.7245757562730073e+45 3.50533039981546e+45 3.6577360693726534e+45 3.6577360693726534e+45 3.96254740848704e+45 3.50533039981546e+45 4.1911559128228304e+45 3.3529247302582666e+45 3.200519060701073e+45 3.8863445737084435e+45 3.200519060701073e+45 3.73393890415125e+45 4.6483729214944106e+45 3.6577360693726534e+45 2.3622878781365075e+45 2.971910556365283e+45 4.572170086715814e+45 3.6577360693726534e+45 3.1243162259224764e+45 3.3529247302582666e+45 3.429127565036863e+45 2.971910556365283e+45 3.581533234594057e+45 4.038750243265637e+45 2.8195048868080896e+45 3.200519060701073e+45 2.8195048868080896e+45 3.3529247302582666e+45 2.5908963824722985e+45 2.5908963824722985e+45 3.3529247302582666e+45 2.6670992172508956e+45 2.2860850433579104e+45 1.9812737042435223e+45 3.3529247302582666e+45 2.0574765390221194e+45 2.5146935476937015e+45 3.73393890415125e+45 2.8957077215866863e+45 3.3529247302582666e+45 2.4384907129151045e+45 2.8195048868080896e+45 2.5146935476937015e+45 2.971910556365283e+45 2.7433020520294926e+45 2.4384907129151045e+45 2.6670992172508956e+45 2.2098822085793134e+45
1 6.416278688357809e+46 6.004783380553407e+46 4.983665394520262e+46 5.257995599723196e+46 4.495967251937263e+46 4.2825993145571885e+46 3.7491794711070027e+46 3.5739129511162273e+46 3.3757855806918726e+46 3.360545013736153e+46 3.0709742415774807e+46 2.651858650295192e+46 2.537554398127295e+46 2.2251227755350431e+46 2.3241864607472205e+46 1.9888939877213894e+46 1.9050708694649317e+46 1.927931719898511e+46 2.0650968224999874e+46 1.6840826486069975e+46 1.5469175460055212e+46 1.4859552781826428e+46 1.554537829483381e+46 1.2573467738468489e+46 1.2954481912361478e+46 1.3716510260147458e+46 1.402132159926185e+46 1.1659033721125313e+46 1.3564104590590262e+46 1.1506628051568117e+46 1.1049411042896534e+46 1.0897005373339341e+46 1.066839686900355e+46 1.143042521678952e+46 1.0363585529889164e+46 9.75396285166039e+45 9.144340173431616e+45 1.1201816712453728e+46 9.75396285166039e+45 9.601557182103197e+45 8.991934503874423e+45 9.29674584298881e+45 8.534717495202843e+45 8.83952883431723e+45 1.0287382695110567e+46 7.925094816974069e+45 7.696486312638279e+45 8.991934503874423e+45 8.077500486531262e+45 7.467877808302489e+45 8.229906156088456e+45 6.324835286623538e+45 7.925094816974069e+45 7.544080643081086e+45 7.391674973523892e+45 8.61092032998144e+45 7.620283477859682e+45 7.391674973523892e+45 8.83952883431723e+45 7.391674973523892e+45 8.153703321309859e+45 6.553443790959328e+45 7.696486312638279e+45 6.705849460516522e+45 6.629646625737925e+45 5.943821112730555e+45 7.696486312638279e+45 6.934457964852312e+45 6.248632451844941e+45 6.248632451844941e+45 7.696486312638279e+45 7.391674973523892e+45 6.629646625737925e+45 5.867618277951958e+45 5.562806938837571e+45 7.086863634409505e+45 6.477240956180732e+45 6.782052295295118e+45 6.782052295295118e+45 5.410401269280378e+45 6.324835286623538e+45 6.324835286623538e+45 5.791415443173361e+45 6.248632451844941e+45 6.172429617066345e+45 5.257995599723184e+45 6.020023947509151e+45 5.867618277951958e+45 6.020023947509151e+45 5.257995599723184e+45 5.1817927649445876e+45 5.715212608394765e+45 5.257995599723184e+45 5.867618277951958e+45 5.639009773616168e+45 5.562806938837571e+45 4.9531842606087974e+45 4.4197644171586205e+45 6.401038121402135e+45 5.029387095387394e+45
2 1.1057031326374373e+47 9.47201236297943e+46 9.433910945590128e+46 8.702363731715596e+46 7.627903761337436e+46 6.743950877905758e+46 6.355316420534934e+46 6.202910750977748e+46 5.75331402578405e+46 4.633132354538735e+46 4.777917740618061e+46 4.915082843219528e+46 4.4273847006365247e+46 3.916825707619918e+46 3.6424955024169655e+46 3.3757855806918726e+46 3.284342178957555e+46 3.1090756589667797e+46 2.689960067684491e+46 2.8880874381088455e+46 2.834745453763827e+46 2.499452980737996e+46 2.2251227755350431e+46 2.491832697260136e+46 2.1717807911900246e+46 2.2098822085793236e+46 1.9355520033763708e+46 2.2937053268357813e+46 1.745044916429876e+46 1.9507925703320904e+46 1.9812737042435296e+46 2.1336793738007256e+46 2.0955779564114266e+46 1.813627467730614e+46 1.5011958451383624e+46 1.554537829483381e+46 1.7907666172970347e+46 1.516436412094082e+46 1.4249930103597644e+46 1.440233577315484e+46 1.3945118764483252e+46 1.5088161286162222e+46 1.630740664261979e+46 1.325929325147587e+46 1.4249930103597644e+46 1.4173727268819046e+46 1.4935755616605026e+46 1.3487901755811664e+46 1.3487901755811664e+46 1.3335496086254468e+46 1.0058774190774777e+46 1.3183090416697272e+46 1.325929325147587e+46 1.1963845060239705e+46 1.3183090416697272e+46 1.2192453564575499e+46 1.5316769790498016e+46 1.1506628051568117e+46 1.0515991199446357e+46 1.1887642225461107e+46 1.1963845060239705e+46 1.2573467738468489e+46 1.1582830886346715e+46 1.3716510260147458e+46 1.181143939068251e+46 1.143042521678952e+46 1.2344859234132695e+46 1.1887642225461107e+46 9.601557182103197e+45 1.021117986033197e+46 1.1659033721125313e+46 1.0744599703782147e+46 1.287827907758288e+46 1.2040047895018303e+46 1.173523655590391e+46 9.906368521217583e+45 1.143042521678952e+46 1.0515991199446357e+46 1.0287382695110567e+46 1.0897005373339341e+46 8.915731669095826e+45 1.0287382695110567e+46 9.5253543473246e+45 9.372948677767407e+45 9.06813733865302e+45 1.1125613877675131e+46 9.830165686438987e+45 7.163066469188102e+45 9.601557182103197e+45 8.458514660424246e+45 8.763325999538633e+45 8.61092032998144e+45 9.906368521217583e+45 8.83952883431723e+45 7.772689147416876e+45 7.772689147416876e+45 8.61092032998144e+45 8.458514660424246e+45 8.306108990867053e+45 9.601557182103197e+45
3 1.5019578734861732e+47 1.4943375900083128e+47 1.2603948872380015e+47 1.1285639830710182e+47 1.0851283672472145e+47 9.845406253394585e+46 8.786186849972048e+46 8.176564171743305e+46 7.498358942213828e+46 7.170686752665878e+46 6.256252735322764e+46 6.218151317933467e+46 5.684731474483317e+46 5.418021552758242e+46 5.288476733634634e+46 4.2825993145571885e+46 4.4350049841143845e+46 4.648372921494453e+46 3.9473068415313574e+46 3.9015851406641986e+46 3.7644200380627223e+46 3.4596086989483304e+46 3.253861045046116e+46 3.025252540710322e+46 3.733938904151283e+46 3.0023916902767425e+46 3.0785945250553405e+46 2.9947714067988827e+46 2.72806148507379e+46 2.8957077215867053e+46 2.72806148507379e+46 2.5146935476937155e+46 2.4461109963929773e+46 2.308945893791501e+46 2.2098822085793236e+46 2.575655815516594e+46 2.080337389455707e+46 2.1031982398892864e+46 2.2632241929243421e+46 2.1031982398892864e+46 2.0498562555442678e+46 2.2403633424907627e+46 1.7298043494741563e+46 2.2098822085793236e+46 1.96603313728781e+46 1.8669694520756327e+46 1.8822100190313523e+46 2.0193751216328286e+46 1.889830302509212e+46 1.927931719898511e+46 1.9355520033763708e+46 1.9203114364206512e+46 1.7983869007748945e+46 1.889830302509212e+46 1.7602854833855955e+46 1.813627467730614e+46 1.7679057668634553e+46 1.6840826486069975e+46 1.7983869007748945e+46 1.9203114364206512e+46 1.402132159926185e+46 1.630740664261979e+46 1.6536015146955583e+46 1.5392972625276614e+46 1.630740664261979e+46 1.6002595303505397e+46 1.7679057668634553e+46 1.4249930103597644e+46 1.7679057668634553e+46 1.4935755616605026e+46 1.5011958451383624e+46 1.554537829483381e+46 1.3487901755811664e+46 1.6231203807841191e+46 1.4326132938376242e+46 1.516436412094082e+46 1.1354222382010921e+46 1.4707147112269232e+46 1.5316769790498016e+46 1.4554741442712036e+46 1.5316769790498016e+46 1.2802076242804282e+46 1.1125613877675131e+46 1.287827907758288e+46 1.3411698921033066e+46 1.554537829483381e+46 1.3106887581918674e+46 1.3945118764483252e+46 1.1963845060239705e+46 1.3716510260147458e+46 1.3335496086254468e+46 1.1963845060239705e+46 1.1278019547232324e+46 1.364030742536886e+46 1.249726490368989e+46 1.2344859234132695e+46 1.287827907758288e+46 1.2192453564575499e+46 1.1201816712453728e+46 1.2573467738468489e+46
4 1.8623972819889562e+47 1.749617086516633e+47 1.5286288656586842e+47 1.449377917488937e+47 1.320595126713098e+47 1.2261036115876301e+47 1.1636172870691756e+47 1.1041790759418653e+47 9.357708110811525e+46 8.908111385617797e+46 8.237526439566179e+46 7.68886602916031e+46 7.414535823957376e+46 7.406915540479516e+46 6.393417837924231e+46 6.225771601411326e+46 5.684731474483317e+46 5.349439001457508e+46 5.021766811909558e+46 4.937943693653106e+46 4.526448385848702e+46 4.3511818658579267e+46 3.9092054241420584e+46 4.153054495433572e+46 3.665356352850545e+46 3.657736069372685e+46 3.6882172032841243e+46 3.810141738929881e+46 3.1852784937453776e+46 3.406266714603312e+46 3.139556792878219e+46 3.330063879824714e+46 2.8499860207195466e+46 3.284342178957555e+46 2.941429422453864e+46 2.8804671546309857e+46 3.1243162259224993e+46 2.766162902463089e+46 2.842365737241687e+46 2.7814034694188084e+46 2.5527949650830144e+46 2.842365737241687e+46 2.4080095790036783e+46 2.4308704294372577e+46 2.6594789337730516e+46 2.5832760989944536e+46 2.3622878781365195e+46 2.491832697260136e+46 2.4003892955258185e+46 2.575655815516594e+46 2.2860850433579215e+46 2.3165661772693607e+46 2.4384907129151175e+46 2.0498562555442678e+46 2.4689718468265567e+46 2.0879576729335668e+46 2.3699081616143793e+46 2.0346156885885482e+46 2.385148728570099e+46 2.0955779564114266e+46 2.0193751216328286e+46 2.0498562555442678e+46 2.1336793738007256e+46 1.8822100190313523e+46 2.042235972066408e+46 2.2556039094464823e+46 2.0727171059778472e+46 2.0955779564114266e+46 1.889830302509212e+46 1.927931719898511e+46 2.0650968224999874e+46 1.9203114364206512e+46 1.775526050341315e+46 1.9431722868542306e+46 1.699323215562717e+46 1.699323215562717e+46 1.699323215562717e+46 1.783146333819175e+46 1.9050708694649317e+46 1.6078798138283995e+46 1.9050708694649317e+46 1.630740664261979e+46 1.6383609477398387e+46 1.8364883181641935e+46 1.7526651999077357e+46 1.6612217981734181e+46 1.6612217981734181e+46 1.7602854833855955e+46 1.6078798138283995e+46 1.6078798138283995e+46 1.6459812312176985e+46 1.7145637825184367e+46 1.402132159926185e+46 1.4478538607933438e+46 1.5773986799169604e+46 1.5240566955719418e+46 1.59263924687268e+46 1.3868915929704654e+46 1.516436412094082e+46 1.3868915929704654e+46
5 2.204548010144793e+47 2.0856715878902037e+47 1.7793361920802882e+47 1.7145637825184757e+47 1.5347250924409725e+47 1.4348993788810025e+47 1.2817316809760103e+47 1.2329618667177044e+47 1.1559970035913153e+47 1.045502893162341e+47 9.891127954261747e+46 9.25102414212148e+46 8.885250535184219e+46 7.620283477859577e+46 7.986057084796822e+46 7.277370721355908e+46 6.782052295295055e+46 6.332455570101356e+46 6.241012168367045e+46 5.555186655359709e+46 5.448502686669679e+46 5.364679568413227e+46 4.808398874529498e+46 4.79315830757378e+46 4.480726684981543e+46 4.701714905839468e+46 3.9396865580534976e+46 4.145434211955712e+46 3.7949011719741615e+46 3.619634651983386e+46 3.970167691964937e+46 3.6043940850276665e+46 3.962547408487077e+46 3.6424955024169655e+46 3.47484926590405e+46 3.4596086989483304e+46 3.2310001946125364e+46 3.360545013736153e+46 3.177658210267518e+46 2.9947714067988827e+46 3.3072030293911344e+46 3.284342178957555e+46 2.750922335507369e+46 3.131936509400359e+46 2.804264319852388e+46 2.834745453763827e+46 3.09383509201106e+46 2.598516665950173e+46 3.025252540710322e+46 2.766162902463089e+46 2.9261888554981445e+46 2.537554398127295e+46 2.5832760989944536e+46 2.4308704294372577e+46 2.5070732642158557e+46 2.7356817685516496e+46 2.537554398127295e+46 2.4842124137822763e+46 2.499452980737996e+46 2.6975803511623506e+46 2.529934114649435e+46 2.636618083339472e+46 2.2860850433579215e+46 2.270844476402202e+46 2.6213775163837526e+46 2.3470473111808e+46 2.4308704294372577e+46 2.4384907129151175e+46 1.9965142711992492e+46 2.4003892955258185e+46 2.529934114649435e+46 2.1794010746678844e+46 2.2022619251014638e+46 2.0498562555442678e+46 2.461351563348697e+46 2.1412996572785854e+46 2.232743059012903e+46 2.2479836259686225e+46 1.6612217981734181e+46 2.0650968224999874e+46 1.9431722868542306e+46 2.2937053268357813e+46 1.9888939877213894e+46 2.1031982398892864e+46 2.1260590903228658e+46 1.8745897355534925e+46 2.1031982398892864e+46 1.9050708694649317e+46 1.9812737042435296e+46 1.9812737042435296e+46 2.0193751216328286e+46 2.0346156885885482e+46 1.8441086016420533e+46 1.9584128538099502e+46 1.783146333819175e+46 2.0498562555442678e+46 1.7221840659962965e+46 1.8364883181641935e+46 1.699323215562717e+46 1.783146333819175e+46
6 2.567273503690847e+47 2.309707922139237e+47 2.114628665106065e+47 1.8662074237278854e+47 1.7427588313865588e+47 1.6063557571328593e+47 1.5103401853118195e+47 1.3868915929704826e+47 1.2756354541937221e+47 1.1521868618523852e+47 1.1049411042896513e+47 1.0074014757730394e+47 9.296745842988643e+46 8.809047700405626e+46 8.435653809990521e+46 8.01653821870826e+46 7.422156107435235e+46 7.071623067453708e+46 6.705849460516462e+46 6.347696137057075e+46 6.004783380553407e+46 5.913339978819095e+46 5.379920135368945e+46 5.402780985802523e+46 5.265615883201056e+46 4.991285677998121e+46 4.800778591051639e+46 4.534068669326562e+46 4.3969035667250855e+46 4.800778591051639e+46 4.3207007319464875e+46 4.442625267592244e+46 4.046370526743535e+46 4.031129959787815e+46 4.1606747789114317e+46 4.0539908102213946e+46 3.733938904151283e+46 3.436747848514751e+46 3.5586723841605077e+46 3.5358115337269283e+46 3.5358115337269283e+46 3.772040321540582e+46 3.703457770239844e+46 3.398646431125452e+46 3.1928987772232374e+46 3.063353958099621e+46 3.10145537548892e+46 3.1547973598339385e+46 2.987151123321023e+46 3.1090756589667797e+46 3.200519060701097e+46 3.131936509400359e+46 3.025252540710322e+46 3.215759627656817e+46 3.055733674621761e+46 2.72806148507379e+46 2.9719105563653033e+46 2.8804671546309857e+46 3.0404931076660415e+46 2.827125170285967e+46 2.8880874381088455e+46 2.8118846033302476e+46 2.9261888554981445e+46 2.789023752896668e+46 2.5070732642158557e+46 2.5223138311715753e+46 2.423250145959398e+46 3.0023916902767425e+46 2.613757232905893e+46 2.758542618985229e+46 2.4842124137822763e+46 2.5223138311715753e+46 2.461351563348697e+46 2.4842124137822763e+46 2.2479836259686225e+46 2.453731279870837e+46 2.3470473111808e+46 2.3927690120479587e+46 2.2022619251014638e+46 2.1260590903228658e+46 2.33942702770294e+46 2.2251227755350431e+46 2.4765921303044165e+46 2.4689718468265567e+46 2.5070732642158557e+46 2.1641605077121648e+46 2.1870213581457442e+46 2.2098822085793236e+46 2.1641605077121648e+46 2.301325610313641e+46 2.2022619251014638e+46 2.1794010746678844e+46 2.0574765390221276e+46 2.301325610313641e+46 1.9965142711992492e+46 1.9355520033763708e+46 2.042235972066408e+46 2.0727171059778472e+46 1.8669694520756327e+46 2.0498562555442678e+46
7 2.7112968614223682e+47 2.460589535000831e+47 2.247983625968585e+47 2.0727171059778447e+47 1.8776378489446728e+47 1.67341425173803e+47 1.595687360263855e+47 1.4775729663570202e+47 1.347266118885609e+47 1.2642050289769316e+47 1.1697135138514639e+47 1.1666654004603197e+47 1.0043533623818953e+47 9.875887387306026e+46 9.030035921263545e+46 8.466134943901958e+46 8.44327409346838e+46 7.871752832628933e+46 7.300231571789486e+46 6.751571161383617e+46 7.26213015440019e+46 6.309594719667779e+46 5.86761827795194e+46 5.509464954492553e+46 5.890479128385518e+46 5.257995599723196e+46 5.197033331900322e+46 5.166552197988885e+46 5.037007378865277e+46 4.57979037019372e+46 4.480726684981543e+46 4.3511818658579267e+46 4.0920922276106936e+46 4.4045238502029453e+46 4.2902195980350483e+46 4.0920922276106936e+46 3.7263186206734233e+46 3.817762022407741e+46 3.695837486761984e+46 3.9777879754427966e+46 3.7263186206734233e+46 3.9092054241420584e+46 3.5586723841605077e+46 3.6424955024169655e+46 3.6043940850276665e+46 3.391026147647592e+46 3.695837486761984e+46 3.3453044467804334e+46 3.314823312868994e+46 3.5358115337269283e+46 3.0785945250553405e+46 3.0481133911439013e+46 3.1928987772232374e+46 3.208139344178957e+46 3.177658210267518e+46 2.979530839843163e+46 3.0328728241881817e+46 3.177658210267518e+46 3.200519060701097e+46 2.8499860207195466e+46 2.796644036374528e+46 2.750922335507369e+46 3.0023916902767425e+46 2.9261888554981445e+46 3.0100119737546023e+46 3.10145537548892e+46 2.758542618985229e+46 2.766162902463089e+46 3.0785945250553405e+46 2.598516665950173e+46 2.8118846033302476e+46 2.537554398127295e+46 2.7356817685516496e+46 2.6594789337730516e+46 2.5146935476937155e+46 2.7814034694188084e+46 2.6213775163837526e+46 2.491832697260136e+46 2.3622878781365195e+46 2.2479836259686225e+46 2.1870213581457442e+46 2.5832760989944536e+46 2.6594789337730516e+46 2.499452980737996e+46 2.3165661772693607e+46 2.377528445092239e+46 2.3318067442250803e+46 2.385148728570099e+46 2.5908963824723134e+46 2.2403633424907627e+46 2.4765921303044165e+46 2.2251227755350431e+46 2.1336793738007256e+46 2.1031982398892864e+46 2.270844476402202e+46 2.3470473111808e+46 2.1260590903228658e+46 2.0727171059778472e+46 2.1870213581457442e+46 2.2784647598800617e+46
8 2.849986020719389e+47 2.58861029742885e+47 2.345523254485171e+47 2.132917345452925e+47 1.9774635625046162e+47 1.898974642682676e+47 1.7153258108662617e+47 1.6185482106974358e+47 1.4044182449695613e+47 1.3122128148874516e+47 1.2832557376715824e+47 1.1300880397665903e+47 1.1163715295064417e+47 9.807304836005283e+46 9.45677179602371e+46 9.037656204741405e+46 8.44327409346838e+46 8.031778785663978e+46 7.277370721355908e+46 7.414535823957376e+46 6.416278688357809e+46 6.218151317933467e+46 6.263873018800623e+46 5.928580545774814e+46 6.088606498809859e+46 5.265615883201056e+46 5.32657815102393e+46 5.303717300590352e+46 5.265615883201056e+46 5.136071064077448e+46 4.648372921494453e+46 4.610271504105157e+46 4.671233771928031e+46 4.556929519760141e+46 4.2368776136900297e+46 4.381662999769366e+46 4.1987761963007307e+46 4.046370526743535e+46 3.8634837232748996e+46 3.970167691964937e+46 4.0997125110885534e+46 3.7186983371955635e+46 3.6805969198062645e+46 3.886344573708479e+46 3.7491794711070027e+46 3.893964857186339e+46 4.000648825876376e+46 3.5205709667712087e+46 3.46722898242619e+46 3.46722898242619e+46 3.619634651983386e+46 3.5662926676383675e+46 3.330063879824714e+46 3.1547973598339385e+46 3.3757855806918726e+46 3.48246954938191e+46 3.1090756589667797e+46 3.246240761568256e+46 3.2995827459132746e+46 3.1090756589667797e+46 3.352924730258293e+46 3.3072030293911344e+46 3.0709742415774807e+46 3.330063879824714e+46 3.063353958099621e+46 2.789023752896668e+46 2.8499860207195466e+46 2.9642902728874435e+46 2.872846871153126e+46 2.7433020520295094e+46 2.827125170285967e+46 2.423250145959398e+46 2.865226587675266e+46 2.636618083339472e+46 3.0100119737546023e+46 2.72806148507379e+46 2.872846871153126e+46 2.491832697260136e+46 2.842365737241687e+46 2.750922335507369e+46 2.613757232905893e+46 2.385148728570099e+46 2.453731279870837e+46 2.6289977998616124e+46 2.529934114649435e+46 2.6670992172509114e+46 2.644238366817332e+46 2.2937053268357813e+46 2.2403633424907627e+46 2.499452980737996e+46 2.308945893791501e+46 2.461351563348697e+46 2.3241864607472205e+46 2.3927690120479587e+46 2.1717807911900246e+46 2.156540224234305e+46 2.0879576729335668e+46 2.1336793738007256e+46 2.118438806845006e+46 2.156540224234305e+46
